Playerxlsx_8072,newplayerTeamData_1023,true
Playerxlsx_11969,newplayerTeamData_1586,true
Playerxlsx_3410,newplayerTeamData_1641,true
Playerxlsx_3934,newplayerTeamData_1706,true
Playerxlsx_4269,newplayerTeamData_1538,true
Playerxlsx_11876,newplayerTeamData_1667,true
Playerxlsx_5475,newplayerTeamData_1140,true
Playerxlsx_7369,newplayerTeamData_1721,true
Playerxlsx_1509,newplayerTeamData_1379,false
Playerxlsx_1510,newplayerTeamData_1379,false
Playerxlsx_9859,newplayerTeamData_1472,true
Playerxlsx_9860,newplayerTeamData_1472,false
Playerxlsx_9861,newplayerTeamData_1472,false
Playerxlsx_11910,newplayerTeamData_1131,true
Playerxlsx_11172,newplayerTeamData_1070,true
Playerxlsx_11166,newplayerTeamData_1630,true
Playerxlsx_11175,newplayerTeamData_1630,false
Playerxlsx_9090,newplayerTeamData_1663,true
Playerxlsx_3812,newplayerTeamData_1600,true
Playerxlsx_10442,newplayerTeamData_1234,true
Playerxlsx_11120,newplayerTeamData_1332,true
Playerxlsx_5719,newplayerTeamData_1202,false
Playerxlsx_5720,newplayerTeamData_1566,false
Playerxlsx_5721,newplayerTeamData_1552,false
Playerxlsx_5722,newplayerTeamData_1565,false
Playerxlsx_5723,newplayerTeamData_1562,false
Playerxlsx_5724,newplayerTeamData_1402,false
Playerxlsx_5725,newplayerTeamData_1670,false
Playerxlsx_5913,newplayerTeamData_1673,false
Playerxlsx_5914,newplayerTeamData_1409,false
Playerxlsx_5915,newplayerTeamData_1542,false
Playerxlsx_5916,newplayerTeamData_1647,false
Playerxlsx_3845,newplayerTeamData_1236,false
Playerxlsx_3846,newplayerTeamData_1493,false
Playerxlsx_3847,newplayerTeamData_1613,false
Playerxlsx_3848,newplayerTeamData_1385,false
Playerxlsx_4005,newplayerTeamData_1297,false
Playerxlsx_4006,newplayerTeamData_1298,false
Playerxlsx_4007,newplayerTeamData_1299,false
Playerxlsx_4008,newplayerTeamData_1300,false
Playerxlsx_4144,newplayerTeamData_1301,false
Playerxlsx_4145,newplayerTeamData_1580,false
Playerxlsx_4146,newplayerTeamData_1581,false
Playerxlsx_4147,newplayerTeamData_1582,false
Playerxlsx_4148,newplayerTeamData_1583,false
Playerxlsx_4195,newplayerTeamData_1584,false
Playerxlsx_4196,newplayerTeamData_1177,false
Playerxlsx_4197,newplayerTeamData_1178,false
Playerxlsx_4198,newplayerTeamData_1179,false
Playerxlsx_4199,newplayerTeamData_1388,false
Playerxlsx_4200,newplayerTeamData_1389,false
Playerxlsx_4201,newplayerTeamData_1390,false
Playerxlsx_4202,newplayerTeamData_1391,false
Playerxlsx_7004,newplayerTeamData_1392,false
Playerxlsx_7005,newplayerTeamData_1393,false
Playerxlsx_7006,newplayerTeamData_1394,false
Playerxlsx_7007,newplayerTeamData_1395,false
Playerxlsx_7008,newplayerTeamData_1557,false
Playerxlsx_7009,newplayerTeamData_1558,false
Playerxlsx_7010,newplayerTeamData_1559,false
Playerxlsx_8147,newplayerTeamData_1560,false
Playerxlsx_8148,newplayerTeamData_1681,false
Playerxlsx_8149,newplayerTeamData_1682,false
Playerxlsx_8150,newplayerTeamData_1683,false
Playerxlsx_8156,newplayerTeamData_1684,false
