PlayerComplete 15022;PlayersDbPedia 4773;FALSE
PlayerComplete 15058;PlayersDbPedia 3379;TRUE
PlayerComplete 1513;PlayersDbPedia 1631;TRUE
PlayerComplete 1522;PlayersDbPedia 3316;TRUE
PlayerComplete 15226;PlayersDbPedia 1958;FALSE
PlayerComplete 15416;PlayersDbPedia 2279;FALSE
PlayerComplete 15509;PlayersDbPedia 2278;FALSE
PlayerComplete 15561;PlayersDbPedia 4150;FALSE
PlayerComplete 1560;PlayersDbPedia 1756;FALSE
PlayerComplete 1566;PlayersDbPedia 1662;FALSE
PlayerComplete 15691;PlayersDbPedia 1503;FALSE
PlayerComplete 15727;PlayersDbPedia 4346;TRUE
PlayerComplete 15789;PlayersDbPedia 4505;FALSE
PlayerComplete 15824;PlayersDbPedia 4260;FALSE
PlayerComplete 15908;PlayersDbPedia 3439;TRUE
PlayerComplete 15992;PlayersDbPedia 1989;FALSE
PlayerComplete 16164;PlayersDbPedia 1061;TRUE
PlayerComplete 16258;PlayersDbPedia 1019;TRUE
PlayerComplete 16413;PlayersDbPedia 2948;FALSE
PlayerComplete 16471;PlayersDbPedia 2332;TRUE
PlayerComplete 16512;PlayersDbPedia 2277;FALSE
PlayerComplete 16585;PlayersDbPedia 2824;FALSE
PlayerComplete 16633;PlayersDbPedia 3011;FALSE
PlayerComplete 16635;PlayersDbPedia 1647;FALSE
PlayerComplete 16781;PlayersDbPedia 2822;FALSE
PlayerComplete 16857;PlayersDbPedia 1687;FALSE
PlayerComplete 16894;PlayersDbPedia 1692;FALSE
PlayerComplete 1692;PlayersDbPedia 2512;FALSE
PlayerComplete 17170;PlayersDbPedia 2825;FALSE
PlayerComplete 17553;PlayersDbPedia 3384;FALSE
PlayerComplete 1807;PlayersDbPedia 1524;FALSE
PlayerComplete 18313;PlayersDbPedia 2823;FALSE
PlayerComplete 1859;PlayersDbPedia 4435;FALSE
PlayerComplete 18601;PlayersDbPedia 2283;FALSE
PlayerComplete 2000;PlayersDbPedia 1131;FALSE
PlayerComplete 2261;PlayersDbPedia 3961;TRUE
PlayerComplete 2632;PlayersDbPedia 1833;FALSE
PlayerComplete 2688;PlayersDbPedia 1112;TRUE
PlayerComplete 2729;PlayersDbPedia 4509;FALSE
PlayerComplete 2733;PlayersDbPedia 1844;FALSE
PlayerComplete 3134;PlayersDbPedia 1305;FALSE
PlayerComplete 3201;PlayersDbPedia 4452;FALSE
PlayerComplete 3254;PlayersDbPedia 4453;FALSE
PlayerComplete 3319;PlayersDbPedia 2281;FALSE
PlayerComplete 3333;PlayersDbPedia 1563;FALSE
PlayerComplete 3424;PlayersDbPedia 3890;TRUE
PlayerComplete 3441;PlayersDbPedia 1056;TRUE
PlayerComplete 3447;PlayersDbPedia 4139;FALSE
PlayerComplete 3543;PlayersDbPedia 1506;TRUE
PlayerComplete 3543;PlayersDbPedia 1508;FALSE
PlayerComplete 3708;PlayersDbPedia 3166;FALSE
PlayerComplete 3748;PlayersDbPedia 1957;FALSE
PlayerComplete 3904;PlayersDbPedia 1304;FALSE
PlayerComplete 3928;PlayersDbPedia 3366;FALSE
PlayerComplete 3952;PlayersDbPedia 2860;FALSE
PlayerComplete 4091;PlayersDbPedia 1763;TRUE
PlayerComplete 4207;PlayersDbPedia 1857;TRUE
PlayerComplete 4381;PlayersDbPedia 2511;FALSE
PlayerComplete 4384;PlayersDbPedia 4010;TRUE
PlayerComplete 4413;PlayersDbPedia 2282;FALSE
PlayerComplete 4490;PlayersDbPedia 1065;TRUE
PlayerComplete 4594;PlayersDbPedia 1669;FALSE
PlayerComplete 4744;PlayersDbPedia 3368;FALSE
PlayerComplete 4757;PlayersDbPedia 2280;FALSE
PlayerComplete 4916;PlayersDbPedia 3367;FALSE
PlayerComplete 5053;PlayersDbPedia 1636;FALSE
PlayerComplete 5086;PlayersDbPedia 1979;TRUE
PlayerComplete 5270;PlayersDbPedia 4553;FALSE
PlayerComplete 5272;PlayersDbPedia 4048;FALSE
PlayerComplete 5311;PlayersDbPedia 1955;FALSE
PlayerComplete 5400;PlayersDbPedia 2083;FALSE
PlayerComplete 5442;PlayersDbPedia 1686;FALSE
PlayerComplete 5480;PlayersDbPedia 3167;FALSE
PlayerComplete 5531;PlayersDbPedia 1023;TRUE
PlayerComplete 5794;PlayersDbPedia 1989;FALSE
PlayerComplete 5892;PlayersDbPedia 4801;TRUE
PlayerComplete 6080;PlayersDbPedia 4137;FALSE
PlayerComplete 6100;PlayersDbPedia 3283;TRUE
PlayerComplete 6246;PlayersDbPedia 1008;TRUE
PlayerComplete 6497;PlayersDbPedia 1113;TRUE
PlayerComplete 6498;PlayersDbPedia 4434;FALSE
PlayerComplete 7045;PlayersDbPedia 1624;FALSE
PlayerComplete 7129;PlayersDbPedia 1854;TRUE
PlayerComplete 7372;PlayersDbPedia 3841;TRUE
PlayerComplete 7622;PlayersDbPedia 1723;TRUE
PlayerComplete 7744;PlayersDbPedia 1633;TRUE
PlayerComplete 7958;PlayersDbPedia 1306;FALSE
PlayerComplete 8226;PlayersDbPedia 1854;FALSE
PlayerComplete 8242;PlayersDbPedia 3036;TRUE
PlayerComplete 8305;PlayersDbPedia 1601;TRUE
PlayerComplete 8381;PlayersDbPedia 1008;TRUE
PlayerComplete 8482;PlayersDbPedia 1547;FALSE
PlayerComplete 8527;PlayersDbPedia 2049;FALSE
PlayerComplete 8535;PlayersDbPedia 1635;FALSE
PlayerComplete 8683;PlayersDbPedia 3766;TRUE
PlayerComplete 8901;PlayersDbPedia 1301;FALSE
PlayerComplete 9003;PlayersDbPedia 4018;FALSE
PlayerComplete 9189;PlayersDbPedia 4554;FALSE
PlayerComplete 9264;PlayersDbPedia 4238;TRUE
PlayerComplete 9271;PlayersDbPedia 2609;TRUE
PlayerComplete 9324;PlayersDbPedia 1080;TRUE
PlayerComplete 9430;PlayersDbPedia 1849;FALSE
PlayerComplete 9506;PlayersDbPedia 2454;TRUE
PlayerComplete 9553;PlayersDbPedia 3760;TRUE
PlayerComplete 9577;PlayersDbPedia 1352;TRUE
PlayerComplete 9725;PlayersDbPedia 4138;FALSE
PlayersDbPedia 3388;PlayersDbPedia 3388;TRUE
