"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","0-PlayerLNameComparatorJaccard-record1Value","0-PlayerLNameComparatorJaccard-record2Value","0-PlayerLNameComparatorJaccard-record1PreprocessedValue","0-PlayerLNameComparatorJaccard-record2PreprocessedValue","0-PlayerLNameComparatorJaccard-similarity","0-PlayerLNameComparatorJaccard-postproccesedSimilarity","1-PlayerFNameComparatorJaccard-record1Value","1-PlayerFNameComparatorJaccard-record2Value","1-PlayerFNameComparatorJaccard-record1PreprocessedValue","1-PlayerFNameComparatorJaccard-record2PreprocessedValue","1-PlayerFNameComparatorJaccard-similarity","1-PlayerFNameComparatorJaccard-postproccesedSimilarity"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1409","0.0",,"oghenekaro","nesyri youssef","oghenekaro","nesyri youssef","0.0","0.0","etebo","en","etebo","en","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1406","0.0",,"oghenekaro","noureddine","oghenekaro","noureddine","0.0","0.0","etebo","amrabat","etebo","amrabat","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1407","0.0",,"oghenekaro","nabil","oghenekaro","nabil","0.0","0.0","etebo","dirar","etebo","dirar","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1422","newplayerTeamData_1387","0.0",,"odion","javier","odion","javier","0.0","0.0","ighalo","aquino","ighalo","aquino","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1422","newplayerTeamData_1386","0.0",,"odion","oribe","odion","oribe","0.0","0.0","ighalo","peralta","ighalo","peralta","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1419","0.0",,"oribe","leon","oribe","leon","0.0","0.0","peralta","balogun","peralta","balogun","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1422","newplayerTeamData_1385","0.0",,"odion","andres","odion","andres","0.0","0.0","ighalo","guardado","ighalo","guardado","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1422","newplayerTeamData_1384","0.0",,"odion","jesus","odion","jesus","0.0","0.0","ighalo","corona","ighalo","corona","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1411","0.0",,"oghenekaro","sofyan","oghenekaro","sofyan","0.0","0.0","etebo","amrabat","etebo","amrabat","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1412","0.0",,"oghenekaro","ahmed","oghenekaro","ahmed","0.0","0.0","etebo","tagnaouti","etebo","tagnaouti","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1422","newplayerTeamData_1389","0.0",,"odion","hirving","odion","hirving","0.0","0.0","ighalo","lozano","ighalo","lozano","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1422","newplayerTeamData_1388","0.0",,"odion","edson","odion","edson","0.0","0.0","ighalo","alvarez","ighalo","alvarez","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1410","0.0",,"oghenekaro","aziz","oghenekaro","aziz","0.0","0.0","etebo","bouhaddouz","etebo","bouhaddouz","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1413","0.0",,"oribe","mehdi","oribe","mehdi","0.0","0.0","peralta","carcela","peralta","carcela","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1414","0.0",,"oribe","ikechukwu","oribe","ikechukwu","0.0","0.0","peralta","ezenwa","peralta","ezenwa","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1411","0.0",,"oribe","sofyan","oribe","sofyan","0.0","0.0","peralta","amrabat","peralta","amrabat","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1412","0.0",,"oribe","ahmed","oribe","ahmed","0.0","0.0","peralta","tagnaouti","peralta","tagnaouti","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1417","0.0",,"oribe","onyinye","oribe","onyinye","0.0","0.0","peralta","ndidi","peralta","ndidi","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1418","0.0",,"oribe","william","oribe","william","0.0","0.0","peralta","ekong","peralta","ekong","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1415","0.0",,"oribe","bryan","oribe","bryan","0.0","0.0","peralta","idowu","peralta","idowu","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1416","0.0",,"oribe","elderson","oribe","elderson","0.0","0.0","peralta","echiejile","peralta","echiejile","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1387","newplayerTeamData_1385","0.0",,"javier","andres","javier","andres","0.0","0.0","aquino","guardado","aquino","guardado","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1387","newplayerTeamData_1384","0.0",,"javier","jesus","javier","jesus","0.0","0.0","aquino","corona","aquino","corona","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1387","newplayerTeamData_1389","0.0",,"javier","hirving","javier","hirving","0.0","0.0","aquino","lozano","aquino","lozano","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1410","0.0",,"oribe","aziz","oribe","aziz","0.0","0.0","peralta","bouhaddouz","peralta","bouhaddouz","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1387","newplayerTeamData_1388","0.0",,"javier","edson","javier","edson","0.0","0.0","aquino","alvarez","aquino","alvarez","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1387","newplayerTeamData_1387","1.0",,"javier","javier","javier","javier","1.0","1.0","aquino","aquino","aquino","aquino","1.0","1.0"
"LinearCombinationMatchingRule","newplayerTeamData_1387","newplayerTeamData_1386","0.0",,"javier","oribe","javier","oribe","0.0","0.0","aquino","peralta","aquino","peralta","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1415","0.0",,"oghenekaro","bryan","oghenekaro","bryan","0.0","0.0","etebo","idowu","etebo","idowu","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1416","0.0",,"oghenekaro","elderson","oghenekaro","elderson","0.0","0.0","etebo","echiejile","etebo","echiejile","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1413","0.0",,"oghenekaro","mehdi","oghenekaro","mehdi","0.0","0.0","etebo","carcela","etebo","carcela","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1414","0.0",,"oghenekaro","ikechukwu","oghenekaro","ikechukwu","0.0","0.0","etebo","ezenwa","etebo","ezenwa","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1419","0.0",,"oghenekaro","leon","oghenekaro","leon","0.0","0.0","etebo","balogun","etebo","balogun","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1417","0.0",,"oghenekaro","onyinye","oghenekaro","onyinye","0.0","0.0","etebo","ndidi","etebo","ndidi","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1418","0.0",,"oghenekaro","william","oghenekaro","william","0.0","0.0","etebo","ekong","etebo","ekong","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1422","newplayerTeamData_1398","0.0",,"odion","ahmadi karim","odion","ahmadi karim","0.0","0.0","ighalo","el","ighalo","el","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1402","newplayerTeamData_1400","0.0",,"kajoui monir","younes","kajoui monir","younes","0.0","0.0","el","belhanda","el","belhanda","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1422","newplayerTeamData_1397","0.0",,"odion","hakim","odion","hakim","0.0","0.0","ighalo","ziyach","ighalo","ziyach","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1422","newplayerTeamData_1396","0.0",,"odion","romain","odion","romain","0.0","0.0","ighalo","saiss","ighalo","saiss","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1422","newplayerTeamData_1395","0.0",,"odion","mehdi","odion","mehdi","0.0","0.0","ighalo","benatia","ighalo","benatia","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1422","0.0",,"oghenekaro","odion","oghenekaro","odion","0.0","0.0","etebo","ighalo","etebo","ighalo","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1402","newplayerTeamData_1403","0.0",,"kajoui monir","khalid","kajoui monir","khalid","0.0","0.0","el","boutaib","el","boutaib","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1402","newplayerTeamData_1404","0.0",,"kajoui monir","mbark","kajoui monir","mbark","0.0","0.0","el","boussoufa","el","boussoufa","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1423","0.0",,"oghenekaro","john obi","oghenekaro","john obi","0.0","0.0","etebo","mikel","etebo","mikel","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1420","0.0",,"oghenekaro","ahmed","oghenekaro","ahmed","0.0","0.0","etebo","musa","etebo","musa","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1402","newplayerTeamData_1401","0.0",,"kajoui monir","faycal","kajoui monir","faycal","0.0","0.0","el","fajr","el","fajr","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1421","1.0",,"oghenekaro","oghenekaro","oghenekaro","oghenekaro","1.0","1.0","etebo","etebo","etebo","etebo","1.0","1.0"
"LinearCombinationMatchingRule","newplayerTeamData_1422","newplayerTeamData_1399","0.0",,"odion","kaabi ayoub","odion","kaabi ayoub","0.0","0.0","ighalo","el","ighalo","el","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1402","newplayerTeamData_1402","1.0",,"kajoui monir","kajoui monir","kajoui monir","kajoui monir","1.0","1.0","el","el","el","el","1.0","1.0"
"LinearCombinationMatchingRule","newplayerTeamData_1422","newplayerTeamData_1390","0.0",,"odion","jesus","odion","jesus","0.0","0.0","ighalo","gallardo","ighalo","gallardo","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1422","newplayerTeamData_1394","0.0",,"odion","costa manuel","odion","costa manuel","0.0","0.0","ighalo","da","ighalo","da","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1422","newplayerTeamData_1393","0.0",,"odion","hamza","odion","hamza","0.0","0.0","ighalo","mendyl","ighalo","mendyl","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1422","newplayerTeamData_1392","0.0",,"odion","achraf","odion","achraf","0.0","0.0","ighalo","hakimi","ighalo","hakimi","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1422","newplayerTeamData_1391","0.0",,"odion","yassine","odion","yassine","0.0","0.0","ighalo","bounou","ighalo","bounou","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1426","0.0",,"oghenekaro","simeon","oghenekaro","simeon","0.0","0.0","etebo","nwankwo","etebo","nwankwo","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1402","newplayerTeamData_1407","0.0",,"kajoui monir","nabil","kajoui monir","nabil","0.0","0.0","el","dirar","el","dirar","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1402","newplayerTeamData_1408","0.0",,"kajoui monir","amine","kajoui monir","amine","0.0","0.0","el","harit","el","harit","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1427","0.0",,"oghenekaro","kelechi","oghenekaro","kelechi","0.0","0.0","etebo","iheanacho","etebo","iheanacho","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1424","0.0",,"oghenekaro","victor","oghenekaro","victor","0.0","0.0","etebo","moses","etebo","moses","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1402","newplayerTeamData_1405","0.0",,"kajoui monir","bennasser youssef","kajoui monir","bennasser youssef","0.0","0.0","el","ait","el","ait","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1425","0.0",,"oghenekaro","abdullahi","oghenekaro","abdullahi","0.0","0.0","etebo","shehu","etebo","shehu","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1402","newplayerTeamData_1406","0.0",,"kajoui monir","noureddine","kajoui monir","noureddine","0.0","0.0","el","amrabat","el","amrabat","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1402","newplayerTeamData_1409","0.0",,"kajoui monir","nesyri youssef","kajoui monir","nesyri youssef","0.0","0.0","el","en","el","en","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1428","0.0",,"oghenekaro","joel","oghenekaro","joel","0.0","0.0","etebo","obi","etebo","obi","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1421","newplayerTeamData_1429","0.0",,"oghenekaro","daniel","oghenekaro","daniel","0.0","0.0","etebo","akpeyi","etebo","akpeyi","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1393","newplayerTeamData_1393","1.0",,"hamza","hamza","hamza","hamza","1.0","1.0","mendyl","mendyl","mendyl","mendyl","1.0","1.0"
"LinearCombinationMatchingRule","newplayerTeamData_1393","newplayerTeamData_1392","0.0",,"hamza","achraf","hamza","achraf","0.0","0.0","mendyl","hakimi","mendyl","hakimi","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1393","newplayerTeamData_1395","0.0",,"hamza","mehdi","hamza","mehdi","0.0","0.0","mendyl","benatia","mendyl","benatia","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1393","newplayerTeamData_1394","0.0",,"hamza","costa manuel","hamza","costa manuel","0.0","0.0","mendyl","da","mendyl","da","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1393","newplayerTeamData_1391","0.0",,"hamza","yassine","hamza","yassine","0.0","0.0","mendyl","bounou","mendyl","bounou","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1393","newplayerTeamData_1390","0.0",,"hamza","jesus","hamza","jesus","0.0","0.0","mendyl","gallardo","mendyl","gallardo","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1412","newplayerTeamData_1399","0.0",,"ahmed","kaabi ayoub","ahmed","kaabi ayoub","0.0","0.0","tagnaouti","el","tagnaouti","el","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1412","newplayerTeamData_1398","0.0",,"ahmed","ahmadi karim","ahmed","ahmadi karim","0.0","0.0","tagnaouti","el","tagnaouti","el","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1412","newplayerTeamData_1397","0.0",,"ahmed","hakim","ahmed","hakim","0.0","0.0","tagnaouti","ziyach","tagnaouti","ziyach","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1412","newplayerTeamData_1396","0.0",,"ahmed","romain","ahmed","romain","0.0","0.0","tagnaouti","saiss","tagnaouti","saiss","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1393","newplayerTeamData_1397","0.0",,"hamza","hakim","hamza","hakim","0.0","0.0","mendyl","ziyach","mendyl","ziyach","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1393","newplayerTeamData_1396","0.0",,"hamza","romain","hamza","romain","0.0","0.0","mendyl","saiss","mendyl","saiss","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1393","newplayerTeamData_1399","0.0",,"hamza","kaabi ayoub","hamza","kaabi ayoub","0.0","0.0","mendyl","el","mendyl","el","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1393","newplayerTeamData_1398","0.0",,"hamza","ahmadi karim","hamza","ahmadi karim","0.0","0.0","mendyl","el","mendyl","el","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1412","newplayerTeamData_1391","0.0",,"ahmed","yassine","ahmed","yassine","0.0","0.0","tagnaouti","bounou","tagnaouti","bounou","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1412","newplayerTeamData_1390","0.0",,"ahmed","jesus","ahmed","jesus","0.0","0.0","tagnaouti","gallardo","tagnaouti","gallardo","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1412","newplayerTeamData_1395","0.0",,"ahmed","mehdi","ahmed","mehdi","0.0","0.0","tagnaouti","benatia","tagnaouti","benatia","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1412","newplayerTeamData_1394","0.0",,"ahmed","costa manuel","ahmed","costa manuel","0.0","0.0","tagnaouti","da","tagnaouti","da","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1412","newplayerTeamData_1393","0.0",,"ahmed","hamza","ahmed","hamza","0.0","0.0","tagnaouti","mendyl","tagnaouti","mendyl","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1412","newplayerTeamData_1392","0.0",,"ahmed","achraf","ahmed","achraf","0.0","0.0","tagnaouti","hakimi","tagnaouti","hakimi","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1408","newplayerTeamData_1391","0.0",,"amine","yassine","amine","yassine","0.0","0.0","harit","bounou","harit","bounou","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1408","newplayerTeamData_1392","0.0",,"amine","achraf","amine","achraf","0.0","0.0","harit","hakimi","harit","hakimi","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1389","0.0",,"oribe","hirving","oribe","hirving","0.0","0.0","peralta","lozano","peralta","lozano","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1408","newplayerTeamData_1393","0.0",,"amine","hamza","amine","hamza","0.0","0.0","harit","mendyl","harit","mendyl","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1408","newplayerTeamData_1394","0.0",,"amine","costa manuel","amine","costa manuel","0.0","0.0","harit","da","harit","da","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1408","newplayerTeamData_1390","0.0",,"amine","jesus","amine","jesus","0.0","0.0","harit","gallardo","harit","gallardo","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1408","newplayerTeamData_1388","0.0",,"amine","edson","amine","edson","0.0","0.0","harit","alvarez","harit","alvarez","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1384","0.0",,"oribe","jesus","oribe","jesus","0.0","0.0","peralta","corona","peralta","corona","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1408","newplayerTeamData_1389","0.0",,"amine","hirving","amine","hirving","0.0","0.0","harit","lozano","harit","lozano","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1408","newplayerTeamData_1384","0.0",,"amine","jesus","amine","jesus","0.0","0.0","harit","corona","harit","corona","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1387","0.0",,"oribe","javier","oribe","javier","0.0","0.0","peralta","aquino","peralta","aquino","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1388","0.0",,"oribe","edson","oribe","edson","0.0","0.0","peralta","alvarez","peralta","alvarez","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1408","newplayerTeamData_1385","0.0",,"amine","andres","amine","andres","0.0","0.0","harit","guardado","harit","guardado","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1385","0.0",,"oribe","andres","oribe","andres","0.0","0.0","peralta","guardado","peralta","guardado","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1408","newplayerTeamData_1386","0.0",,"amine","oribe","amine","oribe","0.0","0.0","harit","peralta","harit","peralta","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1386","1.0",,"oribe","oribe","oribe","oribe","1.0","1.0","peralta","peralta","peralta","peralta","1.0","1.0"
"LinearCombinationMatchingRule","newplayerTeamData_1408","newplayerTeamData_1387","0.0",,"amine","javier","amine","javier","0.0","0.0","harit","aquino","harit","aquino","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1412","newplayerTeamData_1388","0.0",,"ahmed","edson","ahmed","edson","0.0","0.0","tagnaouti","alvarez","tagnaouti","alvarez","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1394","0.0",,"oribe","costa manuel","oribe","costa manuel","0.0","0.0","peralta","da","peralta","da","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1395","0.0",,"oribe","mehdi","oribe","mehdi","0.0","0.0","peralta","benatia","peralta","benatia","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1412","newplayerTeamData_1387","0.0",,"ahmed","javier","ahmed","javier","0.0","0.0","tagnaouti","aquino","tagnaouti","aquino","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1392","0.0",,"oribe","achraf","oribe","achraf","0.0","0.0","peralta","hakimi","peralta","hakimi","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1412","newplayerTeamData_1386","0.0",,"ahmed","oribe","ahmed","oribe","0.0","0.0","tagnaouti","peralta","tagnaouti","peralta","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1412","newplayerTeamData_1385","0.0",,"ahmed","andres","ahmed","andres","0.0","0.0","tagnaouti","guardado","tagnaouti","guardado","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1393","0.0",,"oribe","hamza","oribe","hamza","0.0","0.0","peralta","mendyl","peralta","mendyl","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1398","0.0",,"oribe","ahmadi karim","oribe","ahmadi karim","0.0","0.0","peralta","el","peralta","el","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1399","0.0",,"oribe","kaabi ayoub","oribe","kaabi ayoub","0.0","0.0","peralta","el","peralta","el","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1396","0.0",,"oribe","romain","oribe","romain","0.0","0.0","peralta","saiss","peralta","saiss","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1397","0.0",,"oribe","hakim","oribe","hakim","0.0","0.0","peralta","ziyach","peralta","ziyach","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1412","newplayerTeamData_1389","0.0",,"ahmed","hirving","ahmed","hirving","0.0","0.0","tagnaouti","lozano","tagnaouti","lozano","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1412","newplayerTeamData_1384","0.0",,"ahmed","jesus","ahmed","jesus","0.0","0.0","tagnaouti","corona","tagnaouti","corona","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1390","0.0",,"oribe","jesus","oribe","jesus","0.0","0.0","peralta","gallardo","peralta","gallardo","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1386","newplayerTeamData_1391","0.0",,"oribe","yassine","oribe","yassine","0.0","0.0","peralta","bounou","peralta","bounou","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1415","newplayerTeamData_1390","0.0",,"bryan","jesus","bryan","jesus","0.0","0.0","idowu","gallardo","idowu","gallardo","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1396","newplayerTeamData_1386","0.0",,"romain","oribe","romain","oribe","0.0","0.0","saiss","peralta","saiss","peralta","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1396","newplayerTeamData_1387","0.0",,"romain","javier","romain","javier","0.0","0.0","saiss","aquino","saiss","aquino","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1396","newplayerTeamData_1384","0.0",,"romain","jesus","romain","jesus","0.0","0.0","saiss","corona","saiss","corona","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1396","newplayerTeamData_1385","0.0",,"romain","andres","romain","andres","0.0","0.0","saiss","guardado","saiss","guardado","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1429","newplayerTeamData_1400","0.0",,"daniel","younes","daniel","younes","0.0","0.0","akpeyi","belhanda","akpeyi","belhanda","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1429","newplayerTeamData_1401","0.0",,"daniel","faycal","daniel","faycal","0.0","0.0","akpeyi","fajr","akpeyi","fajr","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1415","newplayerTeamData_1389","0.0",,"bryan","hirving","bryan","hirving","0.0","0.0","idowu","lozano","idowu","lozano","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1415","newplayerTeamData_1388","0.0",,"bryan","edson","bryan","edson","0.0","0.0","idowu","alvarez","idowu","alvarez","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1429","newplayerTeamData_1408","0.0",,"daniel","amine","daniel","amine","0.0","0.0","akpeyi","harit","akpeyi","harit","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1415","newplayerTeamData_1387","0.0",,"bryan","javier","bryan","javier","0.0","0.0","idowu","aquino","idowu","aquino","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1429","newplayerTeamData_1409","0.0",,"daniel","nesyri youssef","daniel","nesyri youssef","0.0","0.0","akpeyi","en","akpeyi","en","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1415","newplayerTeamData_1386","0.0",,"bryan","oribe","bryan","oribe","0.0","0.0","idowu","peralta","idowu","peralta","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1415","newplayerTeamData_1385","0.0",,"bryan","andres","bryan","andres","0.0","0.0","idowu","guardado","idowu","guardado","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1396","newplayerTeamData_1388","0.0",,"romain","edson","romain","edson","0.0","0.0","saiss","alvarez","saiss","alvarez","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1429","newplayerTeamData_1406","0.0",,"daniel","noureddine","daniel","noureddine","0.0","0.0","akpeyi","amrabat","akpeyi","amrabat","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1415","newplayerTeamData_1384","0.0",,"bryan","jesus","bryan","jesus","0.0","0.0","idowu","corona","idowu","corona","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1429","newplayerTeamData_1407","0.0",,"daniel","nabil","daniel","nabil","0.0","0.0","akpeyi","dirar","akpeyi","dirar","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1396","newplayerTeamData_1389","0.0",,"romain","hirving","romain","hirving","0.0","0.0","saiss","lozano","saiss","lozano","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1429","newplayerTeamData_1404","0.0",,"daniel","mbark","daniel","mbark","0.0","0.0","akpeyi","boussoufa","akpeyi","boussoufa","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1429","newplayerTeamData_1405","0.0",,"daniel","bennasser youssef","daniel","bennasser youssef","0.0","0.0","akpeyi","ait","akpeyi","ait","0.0","0.0"
"LinearCombinationMatchingRule","newplayerTeamData_1429","newplayerTeamData_1402","0.0",,"daniel","kajoui monir","daniel","kajoui monir","0.0","0.0","akpeyi","el","akpeyi","el","0.0","0.0"
